TYPE	CODE	DESC
DX	S72002P	FRACTURE OF UNSPECIFIED PART OF NECK OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
DX	78092	EXCESSIVE CRYING OF INFANT (BABY)
PR	36557	INSERTION OF TUNNELED CENTRALLY INSERTED CENTRAL VENOUS CATHETER, WITHOUT SUBCUTANEOUS PORT OR PUMP; YOUNGER THAN 5 YEARS OF AGE
PR	0DBR4ZZ	EXCISION OF ANAL SPHINCTER, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	0TB33ZX	EXCISION OF RIGHT KIDNEY PELVIS, PERCUTANEOUS APPROACH, DIAGNOSTIC
RX	49884023211	DONEPEZIL HCL
DX	H818X2	OTHER DISORDERS OF VESTIBULAR FUNCTION, LEFT EAR
DX	S27312A	PRIMARY BLAST INJURY OF LUNG, BILATERAL, INITIAL ENCOUNTER
DX	Y9312	ACTIVITY, SPRINGBOARD AND PLATFORM DIVING
DX	J3290	nan
PR	0KBP0ZX	EXCISION OF LEFT HIP MUSCLE, OPEN APPROACH, DIAGNOSTIC
RX	63323013720	BLEOMYCIN SULFATE
RX	67877010605	BENZONATATE
DX	T8051XS	ANAPHYLACTIC REACTION DUE TO ADMINISTRATION OF BLOOD AND BLOOD PRODUCTS, SEQUELA
DX	I271	KYPHOSCOLIOTIC HEART DISEASE
PR	8225	nan
PR	C9290	INJECTION, BUPIVACAINE LIPOSOME, 1 MG
RX	25021020205	CARBOPLATIN
DX	S71012D	LACERATION WITHOUT FOREIGN BODY, LEFT HIP, SUBSEQUENT ENCOUNTER
RX	55111012390	ATORVASTATIN CALCIUM
DX	75440	CONGENITAL GENU RECURVATUM
DX	S01359A	OPEN BITE OF UNSPECIFIED EAR, INITIAL ENCOUNTER
DX	C8309	SMALL CELL B-CELL LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES
DX	B967	CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE
DX	S229XXB	FRACTURE OF BONY THORAX, PART UNSPECIFIED, INITIAL ENCOUNTER FOR OPEN FRACTURE
DX	T601X1A	TOXIC EFFECT OF HALOGENATED INSECTICIDES, ACCIDENTAL (UNINTENTIONAL), INITIAL ENCOUNTER
DX	S52124E	NONDISPLACED FRACTURE OF HEAD OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
RX	68462019790	PRAVASTATIN SODIUM
PR	027Q34Z	DILATION OF RIGHT PULMONARY ARTERY WITH DRUG-ELUTING INTRALUMINAL DEVICE, PERCUTANEOUS APPROACH
DX	Y92814	BOAT AS THE PLACE OF OCCURRENCE OF THE EXTERNAL CAUSE
RX	63402051300	XOPENEX
DX	F3320	nan
DX	S92411G	DISPLACED FRACTURE OF PROXIMAL PHALANX OF RIGHT GREAT TOE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
PR	G0405	ELECTROCARDIOGRAM, ROUTINE ECG WITH 12 LEADS; INTERPRETATION AND REPORT ONLY, PERFORMED AS A SCREENING FOR THE INITIAL PREVENTIVE PHYSICAL EXAMINATION
DX	H15042	SCLERITIS WITH CORNEAL INVOLVEMENT, LEFT EYE
DX	S86311	STRAIN OF MUSCLE(S) AND TENDON(S) OF PERONEAL MUSCLE GROUP AT LOWER LEG LEVEL, RIGHT LEG
RX	00040937961	nan
RX	17156026300	nan
DX	S82812D	TORUS FRACTURE OF UPPER END OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	T8249XS	OTHER COMPLICATION OF VASCULAR DIALYSIS CATHETER, SEQUELA
PR	0FL90ZZ	OCCLUSION OF COMMON BILE DUCT, OPEN APPROACH
DX	H4921	SIXTH [ABDUCENT] NERVE PALSY, RIGHT EYE
DX	S6732XD	CRUSHING INJURY OF LEFT WRIST, SUBSEQUENT ENCOUNTER
RX	58177091203	PREDNISOLONE
DX	S32602S	UNSPECIFIED FRACTURE OF LEFT ISCHIUM, SEQUELA
DX	M7964	PAIN IN HAND AND FINGERS
DX	8404	ROTATOR CUFF (CAPSULE) SPRAIN AND STRAIN
DX	95213	T1-T6 LEVEL WITH CENTRAL CORD SYNDROME
RX	08222095855	ULTICARE PEN NEEDLE
PR	87901	INFECTIOUS AGENT GENOTYPE ANALYSIS BY NUCLEIC ACID (DNA OR RNA); HIV-1, REVERSE TRANSCRIPTASE AND PROTEASE REGIONS
PR	99025	nan
DX	85101	CORTEX (CEREBRAL) CONTUSION WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, NO LOSS OF CONSCIOUSNESS
PR	0LSW0ZZ	REPOSITION LEFT FOOT TENDON, OPEN APPROACH
DX	6019	UNSPECIFIED PROSTATITIS
PR	3388F	AJCC COLON CANCER, STAGE III, DOCUMENTED (ONC)
PR	67225	DESTRUCTION OF LOCALIZED LESION OF CHOROID (EG, CHOROIDAL NEOVASCULARIZATION); PHOTODYNAMIC THERAPY, SECOND EYE, AT SINGLE SESSION (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY EYE TREATMENT)
DX	T63313A	TOXIC EFFECT OF VENOM OF BLACK WIDOW SPIDER, ASSAULT, INITIAL ENCOUNTER
DX	M62531	MUSCLE WASTING AND ATROPHY, NOT ELSEWHERE CLASSIFIED, RIGHT FOREARM
DX	M222X2	PATELLOFEMORAL DISORDERS, LEFT KNEE
DX	C4712	MALIGNANT NEOPLASM OF PERIPHERAL NERVES OF LEFT UPPER LIMB, INCLUDING SHOULDER
RX	42874001610	FLUBLOK 2016-2017
RX	00074793301	nan
DX	T8323XS	LEAKAGE OF GRAFT OF URINARY ORGAN, SEQUELA
RX	00641608425	PHENERGAN
DX	29601	BIPOLAR I DISORDER, SINGLE MANIC EPISODE, MILD
DX	S46891A	OTHER INJURY OF OTHER MUSCLES, FASCIA AND TENDONS AT SHOULDER AND UPPER ARM LEVEL, RIGHT ARM, INITIAL ENCOUNTER
PR	5363	OTHER LAPAROSCOPIC REPAIR OF OTHER HERNIA OF ANTERIOR ABDOMINAL WALL WITH GRAFT OR PROSTHESIS
DX	I85	ESOPHAGEAL VARICES
DX	D1630	BENIGN NEOPLASM OF SHORT BONES OF UNSPECIFIED LOWER LIMB
RX	00009752903	CAMPTOSAR
RX	29540200000	nan
RX	00591378330	nan
PR	0D9J0ZZ	DRAINAGE OF APPENDIX, OPEN APPROACH
PR	79.07	nan
RX	07003148700	nan
DX	Z8247	nan
PR	SO189	nan
DX	I69393	ATAXIA FOLLOWING CEREBRAL INFARCTION
RX	00456077983	LIDOCAINE HCL
PR	0222	INTRACRANIAL VENTRICULAR SHUNT OR ANASTOMOSIS
DX	M228X2	OTHER DISORDERS OF PATELLA, LEFT KNEE
RX	00591333119	BUPROPION XL
DX	T24429D	CORROSION OF UNSPECIFIED DEGREE OF UNSPECIFIED KNEE, SUBSEQUENT ENCOUNTER
PR	99103	nan
DX	S23143A	DISLOCATION OF T7/T8 THORACIC VERTEBRA, INITIAL ENCOUNTER
DX	T188XXA	FOREIGN BODY IN OTHER PARTS OF ALIMENTARY TRACT, INITIAL ENCOUNTER
PR	521	DIAGNOSTIC PROCEDURES ON PANCREAS
DX	S92142A	DISPLACED DOME FRACTURE OF LEFT TALUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE
PR	0DU447Z	SUPPLEMENT ESOPHAGOGASTRIC JUNCTION WITH AUTOLOGOUS TISSUE SUBSTITUTE, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	A1831	TUBERCULOUS PERITONITIS
DX	W3183XA	CONTACT WITH SPECIAL CONSTRUCTION VEHICLE IN STATIONARY USE, INITIAL ENCOUNTER
DX	36610	UNSPECIFIED SENILE CATARACT
PR	81.83	nan
PR	41007	INTRAORAL INCISION AND DRAINAGE OF ABSCESS, CYST, OR HEMATOMA OF TONGUE OR FLOOR OF MOUTH; SUBMENTAL SPACE
RX	00781537031	FLUVASTATIN ER
DX	C4422	SQUAMOUS CELL CARCINOMA OF SKIN OF EAR AND EXTERNAL AURICULAR CANAL
DX	H44003	UNSPECIFIED PURULENT ENDOPHTHALMITIS, BILATERAL
PR	0001	THERAPEUTIC ULTRASOUND OF VESSELS OF HEAD AND NECK
RX	00054008013	EXEMESTANE
PR	0F7C3DZ	DILATION OF AMPULLA OF VATER WITH INTRALUMINAL DEVICE, PERCUTANEOUS APPROACH
DX	S02109D	FRACTURE OF BASE OF SKULL, UNSPECIFIED SIDE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	M24542	CONTRACTURE, LEFT HAND
RX	33342005210	LOSARTAN-HYDROCHLOROTHIAZIDE
DX	629	OTHER DISORDERS OF FEMALE GENITAL ORGANS
PR	87482	INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); CANDIDA SPECIES, QUANTIFICATION
PR	14.060	nan
DX	R6281	nan
DX	01164	TUBERCULOUS PNEUMONIA (ANY FORM), TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY, BUT FOUND BY BACTERIAL CULTURE
DX	S52352C	DISPLACED COMMINUTED FRACTURE OF SHAFT OF RADIUS, LEFT ARM, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
DX	P6102	nan
DX	O24019	PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN PREGNANCY, UNSPECIFIED TRIMESTER
DX	M19071	PRIMARY OSTEOARTHRITIS, RIGHT ANKLE AND FOOT
DX	S56115A	STRAIN OF FLEXOR MUSCLE, FASCIA AND TENDON OF RIGHT RING FINGER AT FOREARM LEVEL, INITIAL ENCOUNTER
DX	Q812	EPIDERMOLYSIS BULLOSA DYSTROPHICA
DX	S36202S	UNSPECIFIED INJURY OF TAIL OF PANCREAS, SEQUELA
DX	S2690XD	UNSPECIFIED INJURY OF HEART, UNSPECIFIED WITH OR WITHOUT HEMOPERICARDIUM, SUBSEQUENT ENCOUNTER
DX	T424X3A	POISONING BY BENZODIAZEPINES, ASSAULT, INITIAL ENCOUNTER
PR	A6212	FOAM DRESSING, WOUND COVER, STERILE, PAD SIZE 16 SQ IN OR LESS, WITH ANY SIZE ADHESIVE BORDER, EACH DRESSING
PR	24925	AMPUTATION, ARM THROUGH HUMERUS; SECONDARY CLOSURE OR SCAR REVISION
RX	63323017650	OXALIPLATIN
RX	54868580800	DEMEROL
DX	O7023	THIRD DEGREE PERINEAL LACERATION DURING DELIVERY, IIIC
DX	6234	OLD VAGINAL LACERATION
DX	L701	ACNE CONGLOBATA
RX	62295290301	nan
DX	E8353	OTHER AND UNSPECIFIED FALL IN WATER TRANSPORT INJURING OCCUPANT OF OTHER WATERCRAFT, OTHER THAN CREW
DX	V443XXA	UNSPECIFIED CAR OCCUPANT INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT, INITIAL ENCOUNTER
DX	F394	nan
PR	G8247	nan
DX	36589	OTHER SPECIFIED GLAUCOMA
PR	0J0L0ZZ	ALTERATION OF RIGHT UPPER LEG SUBCUTANEOUS TISSUE AND FASCIA, OPEN APPROACH
PR	02170ZS	BYPASS LEFT ATRIUM TO RIGHT PULMONARY VEIN, OPEN APPROACH
DX	S51832S	PUNCTURE WOUND WITHOUT FOREIGN BODY OF LEFT FOREARM, SEQUELA
DX	Z97899	nan
DX	T458X2A	POISONING BY OTHER PRIMARILY SYSTEMIC AND HEMATOLOGICAL AGENTS, INTENTIONAL SELF-HARM, INITIAL ENCOUNTER
RX	50419042308	MIRENA
DX	30540	NONDEPENDENT SEDATIVE, HYPNOTIC OR ANXIOLYTIC ABUSE, UNSPECIFIED
DX	M1A9XXO	nan
DX	S06354A	TRAUMATIC HEMORRHAGE OF LEFT CEREBRUM WITH LOSS OF CONSCIOUSNESS OF 6 HOURS TO 24 HOURS, INITIAL ENCOUNTER
PR	0D5W4ZZ	DESTRUCTION OF PERITONEUM, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	0DB78ZX	EXCISION OF STOMACH, PYLORUS, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC, DIAGNOSTIC
RX	00406853001	OXYCODONE HCL
PR	22101	PARTIAL EXCISION OF POSTERIOR VERTEBRAL COMPONENT (EG, SPINOUS PROCESS, LAMINA OR FACET) FOR INTRINSIC BONY LESION, SINGLE VERTEBRAL SEGMENT; THORACIC
DX	S62330G	DISPLACED FRACTURE OF NECK OF SECOND METACARPAL BONE, RIGHT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
RX	49281627156	nan
PR	70015	CISTERNOGRAPHY, POSITIVE CONTRAST, RADIOLOGICAL SUPERVISION AND INTERPRETATION
DX	S7292XA	UNSPECIFIED FRACTURE OF LEFT FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE
RX	04094277010	nan
DX	M928	OTHER SPECIFIED JUVENILE OSTEOCHONDROSIS
PR	0J9B00Z	DRAINAGE OF PERINEUM SUBCUTANEOUS TISSUE AND FASCIA WITH DRAINAGE DEVICE, OPEN APPROACH
DX	6100	SOLITARY CYST OF BREAST
DX	7469	UNSPECIFIED CONGENITAL ANOMALY OF HEART
DX	S62649G	NONDISPLACED FRACTURE OF PROXIMAL PHALANX OF UNSPECIFIED FINGER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
PR	00Q10ZZ	REPAIR CEREBRAL MENINGES, OPEN APPROACH
DX	V7951	nan
DX	M238X1	OTHER INTERNAL DERANGEMENTS OF RIGHT KNEE
DX	I97638	POSTPROCEDURAL HEMATOMA OF A CIRCULATORY SYSTEM ORGAN OR STRUCTURE FOLLOWING OTHER CIRCULATORY SYSTEM PROCEDURE
PR	BR00ZZZ	PLAIN RADIOGRAPHY OF CERVICAL SPINE
PR	07QH0ZZ	REPAIR RIGHT INGUINAL LYMPHATIC, OPEN APPROACH
DX	A5422	GONOCOCCAL PROSTATITIS
PR	3997	OTHER PERFUSION
RX	07046130122	nan
RX	76126020201	nan
RX	07335625501	nan
PR	0SJ20ZZ	INSPECTION OF LUMBAR VERTEBRAL DISC, OPEN APPROACH
RX	00562780701	RHOGAM
PR	D2990	RESIN INFILTRATION OF INCIPIENT SMOOTH SURFACE LESIONS
DX	N971	FEMALE INFERTILITY OF TUBAL ORIGIN
DX	J10	INFLUENZA DUE TO OTHER IDENTIFIED INFLUENZA VIRUS
DX	S72021P	DISPLACED FRACTURE OF EPIPHYSIS (SEPARATION) (UPPER) OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
RX	00409568523	A-METHAPRED
DX	Q130	COLOBOMA OF IRIS
DX	S31625A	LACERATION WITH FOREIGN BODY OF ABDOMINAL WALL, PERIUMBILIC REGION WITH PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER
PR	4562F	PATIENT DOES NOT HAVE A CORONARY ARTERY STENT (PERI2)
RX	05740820100	nan
DX	38102	ACUTE MUCOID OTITIS MEDIA
PR	0RG24K0	FUSION OF 2 OR MORE CERVICAL VERTEBRAL JOINTS WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, ANTERIOR APPROACH, ANTERIOR COLUMN, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	R835	ABNORMAL MICROBIOLOGICAL FINDINGS IN CEREBROSPINAL FLUID
RX	00904580961	LISINOPRIL
PR	83695	LIPOPROTEIN (A)
DX	M84755S	COMPLETE TRANSVERSE ATYPICAL FEMORAL FRACTURE, LEFT LEG, SEQUELA
PR	021X0KP	BYPASS THORACIC AORTA, ASCENDING/ARCH TO PULMONARY TRUNK WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	62332011391	METOPROLOL TARTRATE
DX	T365X5A	ADVERSE EFFECT OF AMINOGLYCOSIDES, INITIAL ENCOUNTER
PR	0XH633Z	INSERTION OF INFUSION DEVICE INTO RIGHT UPPER EXTREMITY, PERCUTANEOUS APPROACH
RX	38779038804	BACLOFEN
DX	T691XXD	CHILBLAINS, SUBSEQUENT ENCOUNTER
RX	66758017092	KLOR-CON M10
PR	C1830	POWERED BONE MARROW BIOPSY NEEDLE
DX	T8454XD	INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL LEFT KNEE PROSTHESIS, SUBSEQUENT ENCOUNTER
PR	00N70ZZ	RELEASE CEREBRAL HEMISPHERE, OPEN APPROACH
PR	041N0ZQ	BYPASS LEFT POPLITEAL ARTERY TO LOWER EXTREMITY ARTERY, OPEN APPROACH
DX	T23651A	CORROSION OF SECOND DEGREE OF RIGHT PALM, INITIAL ENCOUNTER
RX	00591565810	CYCLOBENZAPRINE HCL
DX	T23401D	CORROSION OF UNSPECIFIED DEGREE OF RIGHT HAND, UNSPECIFIED SITE, SUBSEQUENT ENCOUNTER
DX	S93326A	DISLOCATION OF TARSOMETATARSAL JOINT OF UNSPECIFIED FOOT, INITIAL ENCOUNTER
PR	02LR4ZT	OCCLUSION OF DUCTUS ARTERIOSUS, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	0Y6M0ZB	DETACHMENT AT RIGHT FOOT, PARTIAL 2ND RAY, OPEN APPROACH
RX	00407222301	VISIPAQUE
RX	07620460005	nan
PR	0UTG4ZZ	RESECTION OF VAGINA, PERCUTANEOUS ENDOSCOPIC APPROACH
RX	38180063310	nan
RX	00006783141	nan
DX	S12101B	UNSPECIFIED NONDISPLACED FRACTURE OF SECOND CERVICAL VERTEBRA, INITIAL ENCOUNTER FOR OPEN FRACTURE
DX	S8492XS	INJURY OF UNSPECIFIED NERVE AT LOWER LEG LEVEL, LEFT LEG, SEQUELA
PR	BP3HYZZ	MAGNETIC RESONANCE IMAGING (MRI) OF LEFT ELBOW USING OTHER CONTRAST
DX	F3232	nan
DX	I32	PERICARDITIS IN DISEASES CLASSIFIED ELSEWHERE
RX	49281417580	nan
PR	0DBL4ZZ	EXCISION OF TRANSVERSE COLON, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	2092	REVISION OF MASTOIDECTOMY
RX	00378014491	TAMOXIFEN CITRATE
DX	M2120	FLEXION DEFORMITY, UNSPECIFIED SITE
DX	S81832D	PUNCTURE WOUND WITHOUT FOREIGN BODY, LEFT LOWER LEG, SUBSEQUENT ENCOUNTER
PR	4017F	GASTROINTESTINAL PROPHYLAXIS FOR NSAID USE PRESCRIBED (OA)
DX	T405X3A	POISONING BY COCAINE, ASSAULT, INITIAL ENCOUNTER
PR	J0640	INJECTION, LEUCOVORIN CALCIUM, PER 50 MG
RX	00517003125	CYANOCOBALAMIN INJECTION
DX	S98119S	COMPLETE TRAUMATIC AMPUTATION OF UNSPECIFIED GREAT TOE, SEQUELA
PR	T4542	INCONTINENCE PRODUCT, DISPOSABLE UNDERPAD, SMALL SIZE, EACH
PR	0C00XZZ	ALTERATION OF UPPER LIP, EXTERNAL APPROACH
DX	S62600S	FRACTURE OF UNSPECIFIED PHALANX OF RIGHT INDEX FINGER, SEQUELA
DX	7963	NONSPECIFIC LOW BLOOD PRESSURE READING
PR	NOCHA	nan
PR	0191T	INSERTION OF ANTERIOR SEGMENT AQUEOUS DRAINAGE DEVICE, WITHOUT EXTRAOCULAR RESERVOIR, INTERNAL APPROACH, INTO THE TRABECULAR MESHWORK; INITIAL INSERTION
RX	00703532803	L-CYSTEINE
DX	S21409D	UNSPECIFIED OPEN WOUND OF UNSPECIFIED BACK WALL OF THORAX WITH PENETRATION INTO THORACIC CAVITY, SUBSEQUENT ENCOUNTER
RX	00006407701	nan
RX	57896070301	IRON
DX	S4351XS	SPRAIN OF RIGHT ACROMIOCLAVICULAR JOINT, SEQUELA
DX	E9839	STRANGULATION OR SUFFOCATION BY UNSPECIFIED MEANS, UNDETERMINED WHETHER ACCIDENTALLY OR PURPOSELY INFLICTED
RX	44928154515	nan
DX	S21301D	UNSPECIFIED OPEN WOUND OF RIGHT FRONT WALL OF THORAX WITH PENETRATION INTO THORACIC CAVITY, SUBSEQUENT ENCOUNTER
DX	M89659	OSTEOPATHY AFTER POLIOMYELITIS, UNSPECIFIED THIGH
DX	S68612A	COMPLETE TRAUMATIC TRANSPHALANGEAL AMPUTATION OF RIGHT MIDDLE FINGER, INITIAL ENCOUNTER
PR	90659	nan
PR	0QRF0KZ	REPLACEMENT OF LEFT PATELLA WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	E310	AUTOIMMUNE POLYGLANDULAR FAILURE
PR	J0694	INJECTION, CEFOXITIN SODIUM, 1 G
PR	47535	CONVERSION OF EXTERNAL BILIARY DRAINAGE CATHETER TO INTERNAL-EXTERNAL BILIARY DRAINAGE CATHETER, PERCUTANEOUS, INCLUDING DIAGNOSTIC CHOLANGIOGRAPHY WHEN PERFORMED, IMAGING GUIDANCE (EG, FLUOROSCOPY), AND ALL ASSOCIATED RADIOLOGICAL SUPERVISION AND INTERPRETATION
RX	59011043010	OXYCONTIN
DX	D1739	BENIGN LIPOMATOUS NEOPLASM OF SKIN AND SUBCUTANEOUS TISSUE OF OTHER SITES
RX	00781932785	CEFTRIAXONE
DX	S82871D	DISPLACED PILON FRACTURE OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
PR	GYM01	nan
DX	S82201R	UNSPECIFIED FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH MALUNION
PR	0CB73ZZ	EXCISION OF TONGUE, PERCUTANEOUS APPROACH
DX	M99908	nan
PR	0WU407Z	SUPPLEMENT UPPER JAW WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	71924	VILLONODULAR SYNOVITIS, HAND
DX	20088	OTHER NAMED VARIANTS OF LYMPHOSARCOMA AND RETICULOSARCOMA OF LYMPH NODES OF MULTIPLE SITES
DX	74429	OTHER CONGENITAL ANOMALY OF EAR
PR	0KUL0JZ	SUPPLEMENT LEFT ABDOMEN MUSCLE WITH SYNTHETIC SUBSTITUTE, OPEN APPROACH
DX	L493	EXFOLIATION DUE TO ERYTHEMATOUS CONDITION INVOLVING 30-39 PERCENT OF BODY SURFACE
DX	S66106D	UNSPECIFIED INJURY OF FLEXOR MUSCLE, FASCIA AND TENDON OF RIGHT LITTLE FINGER AT WRIST AND HAND LEVEL, SUBSEQUENT ENCOUNTER
DX	S78122D	PARTIAL TRAUMATIC AMPUTATION AT LEVEL BETWEEN LEFT HIP AND KNEE, SUBSEQUENT ENCOUNTER
DX	Z3A08	8 WEEKS GESTATION OF PREGNANCY
DX	H35133	RETINOPATHY OF PREMATURITY, STAGE 2, BILATERAL
DX	M26523	nan
RX	00143985601	CEFTRIAXONE
DX	K123	ORAL MUCOSITIS (ULCERATIVE)
PR	0DV64ZZ	RESTRICTION OF STOMACH, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	M0560	RHEUMATOID ARTHRITIS OF UNSPECIFIED SITE WITH INVOLVEMENT OF OTHER ORGANS AND SYSTEMS
DX	M08839	OTHER JUVENILE ARTHRITIS, UNSPECIFIED WRIST
PR	0QH744Z	INSERTION OF INTERNAL FIXATION DEVICE INTO LEFT UPPER FEMUR, PERCUTANEOUS ENDOSCOPIC APPROACH
RX	00409468828	FLUCONAZOLE-NACL
DX	M10449	OTHER SECONDARY GOUT, UNSPECIFIED HAND
DX	H35363	DRUSEN (DEGENERATIVE) OF MACULA, BILATERAL
DX	S58919A	COMPLETE TRAUMATIC AMPUTATION OF UNSPECIFIED FOREARM, LEVEL UNSPECIFIED, INITIAL ENCOUNTER
DX	S86911S	STRAIN OF UNSPECIFIED MUSCLE(S) AND TENDON(S) AT LOWER LEG LEVEL, RIGHT LEG, SEQUELA
DX	T8453	INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL RIGHT KNEE PROSTHESIS
RX	07046119111	nan
RX	66521111802	nan
PR	90688	INFLUENZA VIRUS VACCINE, QUADRIVALENT (IIV4), SPLIT VIRUS, 0.5 ML DOSAGE, FOR INTRAMUSCULAR USE
RX	00143242330	ONDANSETRON HCL
DX	S50362S	INSECT BITE (NONVENOMOUS) OF LEFT ELBOW, SEQUELA
DX	77081	PRIMARY APNEA OF NEWBORN
DX	P9163	SEVERE HYPOXIC ISCHEMIC ENCEPHALOPATHY [HIE]
RX	40040923050	nan
PR	2W0DX1Z	CHANGE SPLINT ON LEFT LOWER ARM
DX	F659	PARAPHILIA, UNSPECIFIED
PR	9919	INJECTION OF ANTICOAGULANT
DX	H0016	CHALAZION LEFT EYE, UNSPECIFIED EYELID
DX	86101	HEART CONTUSION WITHOUT MENTION OF OPEN WOUND INTO THORAX
DX	738	OTHER ACQUIRED MUSCULOSKELETAL DEFORMITY
RX	00881590121	nan
PR	HD23D	nan
DX	W5682XA	STRUCK BY OTHER NONVENOMOUS MARINE ANIMALS, INITIAL ENCOUNTER
DX	I5041	ACUTE COMBINED SYSTOLIC (CONGESTIVE) AND DIASTOLIC (CONGESTIVE) HEART FAILURE
DX	M1A09	IDIOPATHIC CHRONIC GOUT, MULTIPLE SITES
DX	G3189	OTHER SPECIFIED DEGENERATIVE DISEASES OF NERVOUS SYSTEM
DX	V1322	PERSONAL HISTORY OF CERVICAL DYSPLASIA
DX	J060	ACUTE LARYNGOPHARYNGITIS
PR	0LM14ZZ	REATTACHMENT OF RIGHT SHOULDER TENDON, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	M2320	DERANGEMENT OF UNSPECIFIED MENISCUS DUE TO OLD TEAR OR INJURY
PR	G8929	ADJUVANT CHEMOTHERAPY NOT PRESCRIBED OR PREVIOUSLY RECEIVED, REASON NOT GIVEN
PR	0WHP8YZ	INSERTION OF OTHER DEVICE INTO GASTROINTESTINAL TRACT, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC
DX	S93302S	UNSPECIFIED SUBLUXATION OF LEFT FOOT, SEQUELA
RX	43598033111	ZOLEDRONIC ACID
PR	D0384	CONE BEAM CT IMAGE CAPTURE FOR TMJ SERIES INCLUDING TWO OR MORE EXPOSURES
RX	50383018902	GATIFLOXACIN
DX	S3793XA	LACERATION OF UNSPECIFIED URINARY AND PELVIC ORGAN, INITIAL ENCOUNTER
DX	I82A22	CHRONIC EMBOLISM AND THROMBOSIS OF LEFT AXILLARY VEIN
DX	92619	CRUSHING INJURY OF OTHER SPECIFIED SITES OF TRUNK
DX	S58912A	COMPLETE TRAUMATIC AMPUTATION OF LEFT FOREARM, LEVEL UNSPECIFIED, INITIAL ENCOUNTER
DX	T33831A	SUPERFICIAL FROSTBITE OF RIGHT TOE(S), INITIAL ENCOUNTER
RX	21695033230	ALBUTEROL SULFATE
DX	B12	nan
PR	33951	EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)/EXTRACORPOREAL LIFE SUPPORT (ECLS) PROVIDED BY PHYSICIAN; INSERTION OF PERIPHERAL (ARTERIAL AND/OR VENOUS) CANNULA(E), PERCUTANEOUS, BIRTH THROUGH 5 YEARS OF AGE (INCLUDES FLUOROSCOPIC GUIDANCE, WHEN PERFORMED)
DX	Z96661	PRESENCE OF RIGHT ARTIFICIAL ANKLE JOINT
PR	0W9D30Z	DRAINAGE OF PERICARDIAL CAVITY WITH DRAINAGE DEVICE, PERCUTANEOUS APPROACH
PR	ES134	nan
DX	Z4600	nan
DX	S60922A	UNSPECIFIED SUPERFICIAL INJURY OF LEFT HAND, INITIAL ENCOUNTER
PR	25040	ARTHROTOMY, RADIOCARPAL OR MIDCARPAL JOINT, WITH EXPLORATION, DRAINAGE, OR REMOVAL OF FOREIGN BODY
